Temperature,Magnetization_a_n100,Magnetization_b_n100,Magnetization_a_n300,Magnetization_b_n300,Magnetization_a_n500,Magnetization_b_n500,Magnetization_a_n700,Magnetization_b_n700,Magnetization_a_n900,Magnetization_b_n900
0.1,0.6275031565337724,0.99985616306906,0.2356969458220961,0.97610455113248,0.0818060827668407,0.9483343804608034,0.08938510000620485,0.9471258731874281,0.03600284621142996,0.9543843215949558
0.3052631578947368,0.1801290896051555,0.9988103150473228,0.1919048629138426,0.9915695801052516,0.1355211765537722,0.9779680205250452,0.2638440881549537,0.7208389525646927,0.1534133100787983,0.8428955936472022
0.5105263157894737,0.6042104625205806,0.999761012515025,0.0935399305730918,0.9847623087982276,0.0818855971151806,0.9825531863314512,0.13728724240880685,0.925596220528797,0.2601804471110842,0.9503940813167993
0.7157894736842105,0.2580933525923981,1.0,0.1261112514015009,0.9871758197728642,0.0566385794082888,0.990316703871678,0.07222738009861372,0.9637915634329812,0.15917695556386074,0.9636557879886736
0.9210526315789472,0.2500138382440581,0.9997771739679396,0.1717926081554731,0.9921591364396992,0.0911250997464672,0.8205289239502632,0.07972635197047072,0.901433232276153,0.057167189108078595,0.9255406847742279
1.1263157894736844,0.1815405904990858,0.9974978030524944,0.112645528833042,0.9872525866742088,0.0825725800749487,0.9791660286259736,0.08555013152825296,0.9724032801977469,0.04213560132389236,0.9607476916619248
1.3315789473684212,0.1896431349178291,0.992844314703892,0.0941233590233095,0.984425409844345,0.0681783012292805,0.989438490520298,0.0768054868132645,0.9771230305032994,0.07692425104572458,0.9105078399881483
1.536842105263158,0.1583028454258037,0.9842522802799972,0.0818436177412349,0.927092116914644,0.0768620518984656,0.9319217785678932,0.05096540150388091,0.9044891610041457,0.05491919834704251,0.9170326899054891
1.7421052631578948,0.1475364895304087,0.9642244017737196,0.0722616269869328,0.9461824291337124,0.0608160321612913,0.939128453247947,0.058267521107290395,0.8734335439613163,0.051948633515486384,0.8888454325377185
1.9473684210526316,0.1320956353976222,0.933782285027424,0.0752257721302478,0.9295496005090856,0.063045544994495,0.864229977474975,0.05386225535961397,0.8821833834290274,0.04010848375268937,0.8401904133403815
2.1526315789473687,0.1270146766194281,0.8771129584549651,0.0727929347515008,0.8725953609896197,0.0581506853466126,0.8575887920324039,0.04874230707626329,0.8398225126153127,0.04148793109833907,0.8243939399040863
2.3578947368421055,0.1185484995101059,0.7701499984848638,0.0704614431504058,0.7676544681366855,0.0507192856637811,0.7522345834890556,0.0420579301507777,0.6810415479208725,0.039161063468494704,0.7379404921835806
2.5631578947368423,0.1204149453035828,0.6397141443015727,0.0673696225290653,0.6084655710548379,0.0536907303966626,0.5715861051908567,0.045096052420826926,0.45891446983941,0.03346650819464225,0.5328000278336134
2.768421052631579,0.1119473540671306,0.4547909617074575,0.0618853681612643,0.3654592714551704,0.0501996949525762,0.366256906495894,0.04148512208390392,0.4384549939610999,0.03761367169130727,0.31546976517633374
2.973684210526316,0.1062472096241452,0.369958687285987,0.0630550533159597,0.2558952603172358,0.0426403369662932,0.1897534368339713,0.04824900758578196,0.2059669815745007,0.03494763801487976,0.09982500737927451
3.1789473684210527,0.1098704053494409,0.2894477833557237,0.0639044723453971,0.1515520045252068,0.0499226876496197,0.1312191594024302,0.04246288998523824,0.14716821042211695,0.03464912251166936,0.09444578000895612
3.3842105263157896,0.105891859678185,0.2250787365784184,0.0577121443217745,0.1363291953279933,0.0490815648326784,0.0781885031464328,0.04073300846888992,0.09245421763416531,0.03499832212693699,0.08153518090165196
3.5894736842105264,0.1049809597882849,0.1938148099514146,0.0633293939791854,0.1037182116005562,0.0458945667215482,0.0778413147341946,0.036042839394118675,0.06183651824584744,0.04044913126578969,0.0720529422261728
3.794736842105263,0.1028555267118513,0.1935527923960364,0.0576573974000262,0.105184526755622,0.044018343249058,0.0771679882021393,0.04006704116985831,0.06840932342674749,0.035108803614778306,0.04893833844551515
4.0,0.1052504520156362,0.1670203331279482,0.0606418116988717,0.0994534061945502,0.0440743426834072,0.0842106241351097,0.0409465416655243,0.06276158826678518,0.03457668777756453,0.050880765514153055
